MinimalRank;FilteredOutliers;MeanAveragePrecision;MeanReciprocalRank;TopkAccuracy@1;TopkAccuracy@5;TopkAccuracy@10;TopkAccuracy@15;TopkAccuracy@20;TopkAccuracy@25;TopkAccuracy@30;TopkAccuracy@35;TopkAccuracy@18;TopkAccuracy@62;TopkAccuracy@151
-1;0;0.2304853114778416;0.2694683777656239;0.19834710743801653;0.3305785123966942;0.3884297520661157;0.47107438016528924;0.5206611570247934;0.5950413223140496;0.6198347107438017;0.6446280991735537;0.49586776859504134;0.743801652892562;0.8512396694214877
151;17;0.26746571743681213;0.31283173705747686;0.23076923076923078;0.38461538461538464;0.4519230769230769;0.5480769230769231;0.6057692307692307;0.6923076923076923;0.7211538461538461;0.75;0.5769230769230769;0.8653846153846154;0.9903846153846154
62;30;0.30414551889449726;0.35602343159727423;0.26373626373626374;0.43956043956043955;0.5164835164835165;0.6263736263736264;0.6923076923076923;0.7912087912087912;0.8241758241758241;0.8571428571428571;0.6593406593406593;0.989010989010989;1.0
18;59;0.4322789245584741;0.5081163426938918;0.3870967741935484;0.6451612903225806;0.7580645161290323;0.9193548387096774;1.0;1.0;1.0;1.0;0.967741935483871;1.0;1.0
