MinimalRank;FilteredOutliers;MeanAveragePrecision;MeanReciprocalRank;TopkAccuracy@1;TopkAccuracy@5;TopkAccuracy@10;TopkAccuracy@15;TopkAccuracy@20;TopkAccuracy@25;TopkAccuracy@30;TopkAccuracy@35;TopkAccuracy@8;TopkAccuracy@31;TopkAccuracy@73
-1;0;0.21204151301885818;0.2597951110199706;0.13011152416356878;0.3940520446096654;0.5464684014869888;0.6245353159851301;0.6840148698884758;0.7137546468401487;0.7397769516728625;0.7620817843866171;0.4944237918215613;0.7434944237918215;0.862453531598513
73;36;0.24354960874848852;0.29873349621101897;0.15021459227467812;0.45493562231759654;0.630901287553648;0.721030042918455;0.7896995708154506;0.8240343347639485;0.8540772532188842;0.8798283261802575;0.5708154506437768;0.8583690987124464;0.9957081545064378
31;64;0.27404945033248646;0.33678105557869237;0.17073170731707318;0.5170731707317073;0.7170731707317073;0.8195121951219512;0.8975609756097561;0.9365853658536586;0.9707317073170731;1.0;0.6487804878048781;0.975609756097561;1.0
8;128;0.3717601496911989;0.4613193740853318;0.24822695035460993;0.75177304964539;1.0;1.0;1.0;1.0;1.0;1.0;0.9432624113475178;1.0;1.0
