MinimalRank;FilteredOutliers;MeanAveragePrecision;MeanReciprocalRank;TopkAccuracy@1;TopkAccuracy@5;TopkAccuracy@10;TopkAccuracy@15;TopkAccuracy@20;TopkAccuracy@25;TopkAccuracy@30;TopkAccuracy@35;TopkAccuracy@95;TopkAccuracy@405;TopkAccuracy@984
-1;0;0.08578729338075582;0.11784795194803992;0.06802721088435375;0.14965986394557823;0.19954648526077098;0.22675736961451248;0.2653061224489796;0.30612244897959184;0.32653061224489793;0.35147392290249435;0.4965986394557823;0.7482993197278912;0.8866213151927438
984;50;0.09667014625728106;0.13283626510710297;0.07672634271099744;0.16879795396419436;0.22506393861892582;0.2557544757033248;0.29923273657289;0.3452685421994885;0.36828644501278773;0.39641943734015345;0.5601023017902813;0.8439897698209718;1.0
405;110;0.11386804143987987;0.15661479680613108;0.09063444108761329;0.19939577039274925;0.26586102719033233;0.3021148036253776;0.35347432024169184;0.4078549848942598;0.4350453172205438;0.46827794561933533;0.6616314199395771;0.9969788519637462;1.0
95;220;0.1678359810255911;0.23184106053117345;0.13574660633484162;0.2986425339366516;0.39819004524886875;0.45248868778280543;0.5294117647058824;0.6108597285067874;0.6515837104072398;0.7013574660633484;0.9909502262443439;1.0;1.0
