number_of_neighbors;1;5;10;15;20;25;30;35
1;0.16491754122938532;0.36431784107946025;0.4512743628185907;0.5172413793103449;0.5577211394302849;0.5982008995502249;0.6191904047976012;0.6416791604197901
5;0.19640179910044978;0.46026986506746626;0.5742128935532234;0.6491754122938531;0.6866566716641679;0.719640179910045;0.7406296851574213;0.7511244377811095
10;0.2128935532233883;0.5052473763118441;0.6341829085457271;0.7211394302848576;0.760119940029985;0.7886056971514243;0.8020989505247377;0.8095952023988006
15;0.22188905547226387;0.5232383808095952;0.6581709145427287;0.7421289355322339;0.7841079460269865;0.815592203898051;0.8290854572713643;0.8350824587706147
20;0.22788605697151423;0.5352323838080959;0.6686656671664168;0.7541229385307346;0.7991004497751124;0.8320839580209896;0.8440779610194903;0.8500749625187406
25;0.2368815592203898;0.5502248875562219;0.6821589205397302;0.7706146926536732;0.815592203898051;0.848575712143928;0.8605697151424287;0.8665667166416792
30;0.24287856071964017;0.56071964017991;0.6911544227886057;0.7841079460269865;0.8290854572713643;0.8605697151424287;0.8710644677661169;0.8770614692653673
35;0.24737631184407796;0.5667166416791605;0.7016491754122939;0.7916041979010495;0.8395802098950524;0.8725637181409296;0.8830584707646177;0.889055472263868
40;0.24737631184407796;0.568215892053973;0.7061469265367316;0.7961019490254873;0.8440779610194903;0.8770614692653673;0.8875562218890555;0.8935532233883059
45;0.25037481259370314;0.5727136431784108;0.712143928035982;0.8020989505247377;0.848575712143928;0.881559220389805;0.8920539730134932;0.896551724137931
50;0.25037481259370314;0.5772113943028486;0.7151424287856072;0.8050974512743628;0.8530734632683659;0.8845577211394303;0.8950524737631185;0.9010494752623688
55;0.25037481259370314;0.5772113943028486;0.7166416791604198;0.8065967016491754;0.8575712143928036;0.889055472263868;0.8995502248875562;0.9055472263868066
60;0.2518740629685157;0.5817091454272864;0.7226386806596702;0.8140929535232384;0.8650674662668666;0.8950524737631185;0.9055472263868066;0.9115442278860569
65;0.2518740629685157;0.5892053973013494;0.7331334332833583;0.823088455772114;0.8740629685157422;0.904047976011994;0.9160419790104948;0.9220389805097451
70;0.2518740629685157;0.5907046476761619;0.7361319340329835;0.8275862068965517;0.8785607196401799;0.9085457271364318;0.9220389805097451;0.9280359820089955
75;0.2518740629685157;0.5922038980509745;0.7376311844077961;0.8305847076461769;0.8785607196401799;0.9085457271364318;0.9220389805097451;0.9280359820089955
80;0.2518740629685157;0.5937031484257871;0.7376311844077961;0.8305847076461769;0.8785607196401799;0.9085457271364318;0.9220389805097451;0.9280359820089955
85;0.2518740629685157;0.5982008995502249;0.7436281859070465;0.8350824587706147;0.8830584707646177;0.9130434782608695;0.9265367316341829;0.9325337331334332
90;0.25337331334332835;0.5997001499250375;0.7481259370314842;0.8395802098950524;0.8860569715142429;0.9160419790104948;0.9295352323838081;0.9355322338830585
95;0.25337331334332835;0.5997001499250375;0.7496251874062968;0.8395802098950524;0.8875562218890555;0.9175412293853074;0.9310344827586207;0.9370314842578711
100;0.25487256371814093;0.6041979010494752;0.7526236881559221;0.8425787106446777;0.8905547226386806;0.9205397301349325;0.9340329835082459;0.9400299850074962
