MinimalRank;FilteredOutliers;MeanAveragePrecision;MeanReciprocalRank;TopkAccuracy@1;TopkAccuracy@5;TopkAccuracy@10;TopkAccuracy@15;TopkAccuracy@20;TopkAccuracy@25;TopkAccuracy@30;TopkAccuracy@35;TopkAccuracy@22;TopkAccuracy@112;TopkAccuracy@275
-1;0;0.12107105882566248;0.22529059317347713;0.13705583756345177;0.29949238578680204;0.4010152284263959;0.4543147208121827;0.48984771573604063;0.5266497461928934;0.5520304568527918;0.5710659898477157;0.4987309644670051;0.748730964467005;0.8642131979695431
275;107;0.13978164802398046;0.26038752463952886;0.15859030837004406;0.3465491923641703;0.46402349486049926;0.5256975036710719;0.566813509544787;0.6093979441997063;0.6387665198237885;0.6607929515418502;0.5770925110132159;0.8663729809104258;1.0
112;197;0.1601844285922537;0.29909081961418604;0.18274111675126903;0.3993231810490694;0.5346869712351946;0.6057529610829103;0.6531302876480541;0.7021996615905245;0.7360406091370558;0.7614213197969543;0.6649746192893401;0.9983079526226735;1.0
22;389;0.22922241067758856;0.43261328459039705;0.2706766917293233;0.5914786967418546;0.7919799498746867;0.8972431077694235;0.9674185463659147;1.0;1.0;1.0;0.9849624060150376;1.0;1.0
