MinimalRank;FilteredOutliers;MeanAveragePrecision;MeanReciprocalRank;TopkAccuracy@1;TopkAccuracy@5;TopkAccuracy@10;TopkAccuracy@15;TopkAccuracy@20;TopkAccuracy@25;TopkAccuracy@30;TopkAccuracy@35;TopkAccuracy@10;TopkAccuracy@63;TopkAccuracy@155
-1;0;0.2428491518240101;0.2929623033106586;0.19008264462809918;0.3884297520661157;0.48760330578512395;0.5289256198347108;0.5454545454545454;0.5785123966942148;0.6115702479338843;0.6528925619834711;0.48760330578512395;0.743801652892562;0.8347107438016529
155;20;0.29038905334211923;0.3504392940150364;0.22772277227722773;0.46534653465346537;0.5841584158415841;0.6336633663366337;0.6534653465346535;0.693069306930693;0.7326732673267327;0.7821782178217822;0.5841584158415841;0.8910891089108911;1.0
63;30;0.3212763984779086;0.38789472058207275;0.25274725274725274;0.5164835164835165;0.6483516483516484;0.7032967032967034;0.7252747252747253;0.7692307692307693;0.8131868131868132;0.8681318681318682;0.6483516483516484;0.989010989010989;1.0
10;60;0.4622668306475117;0.5611513259054244;0.3770491803278688;0.7704918032786885;0.9672131147540983;1.0;1.0;1.0;1.0;1.0;0.9672131147540983;1.0;1.0
