MinimalRank;FilteredOutliers;MeanAveragePrecision;MeanReciprocalRank;TopkAccuracy@1;TopkAccuracy@5;TopkAccuracy@10;TopkAccuracy@15;TopkAccuracy@20;TopkAccuracy@25;TopkAccuracy@30;TopkAccuracy@35;TopkAccuracy@8;TopkAccuracy@30;TopkAccuracy@71
-1;0;0.2166087358935405;0.2560226664636824;0.12698412698412698;0.3786848072562358;0.5351473922902494;0.6099773242630385;0.6643990929705216;0.7120181405895691;0.7482993197278912;0.7687074829931972;0.4852607709750567;0.7482993197278912;0.8888888888888888
71;48;0.24205598132903178;0.28631376273023884;0.14249363867684478;0.42493638676844786;0.6005089058524173;0.6844783715012722;0.7455470737913485;0.7989821882951654;0.8396946564885496;0.8625954198473282;0.544529262086514;0.8396946564885496;0.9974554707379135
30;107;0.28099332555817413;0.3331226994832326;0.16766467065868262;0.5;0.7065868263473054;0.8053892215568862;0.8772455089820359;0.9401197604790419;0.9880239520958084;1.0;0.6407185628742516;0.9880239520958084;1.0
8;216;0.38938696886509105;0.4651940035273372;0.24888888888888888;0.7422222222222222;1.0;1.0;1.0;1.0;1.0;1.0;0.9511111111111111;1.0;1.0
