MinimalRank,FilteredOutliers,MeanAveragePrecision,MeanReciprocalRank,TopkAccuracy@1,TopkAccuracy@5,TopkAccuracy@10,TopkAccuracy@15,TopkAccuracy@20,TopkAccuracy@25,TopkAccuracy@30,TopkAccuracy@35,TopkAccuracy@16,TopkAccuracy@97,TopkAccuracy@237
-1,0,0.1260167120227062,0.23572434223172486,0.15228426395939088,0.31218274111675126,0.41751269035532995,0.48350253807106597,0.5215736040609137,0.550761421319797,0.5799492385786802,0.5989847715736041,0.49619289340101524,0.748730964467005,0.8388324873096447
237,127,0.14979663276849334,0.2805876611928344,0.1815431164901664,0.3721633888048411,0.4977307110438729,0.5763993948562783,0.6217851739788199,0.6565809379727685,0.6913767019667171,0.7140695915279879,0.5915279878971256,0.8925869894099848,1.0
97,196,0.16655858013887434,0.31251373921957415,0.20270270270270271,0.4155405405405405,0.5557432432432432,0.643581081081081,0.6942567567567568,0.7331081081081081,0.7719594594594594,0.7972972972972973,0.660472972972973,0.9966216216216216,1.0
16,391,0.2384199902427396,0.4532984918968027,0.3022670025188917,0.6196473551637279,0.8287153652392947,0.9596977329974811,1.0,1.0,1.0,1.0,0.9848866498740554,1.0,1.0
