MinimalRank;FilteredOutliers;MeanAveragePrecision;MeanReciprocalRank;TopkAccuracy@1;TopkAccuracy@5;TopkAccuracy@10;TopkAccuracy@15;TopkAccuracy@20;TopkAccuracy@25;TopkAccuracy@30;TopkAccuracy@35;TopkAccuracy@1;TopkAccuracy@7;TopkAccuracy@16
-1;0;0.3746439887441498;0.538106103307501;0.4035532994923858;0.7170050761421319;0.7906091370558376;0.8439086294416244;0.866751269035533;0.8934010152284264;0.8972081218274112;0.9010152284263959;0.4035532994923858;0.748730964467005;0.8540609137055838
16;113;0.43414402731354246;0.6246134577114958;0.4711111111111111;0.837037037037037;0.922962962962963;0.9851851851851852;1.0;1.0;1.0;1.0;0.4711111111111111;0.8740740740740741;0.997037037037037
7;180;0.47406820940935684;0.6841752819548866;0.5230263157894737;0.9292763157894737;1.0;1.0;1.0;1.0;1.0;1.0;0.5230263157894737;0.9703947368421053;1.0
1;367;0.6010815608888938;0.8776722090261283;0.7553444180522565;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7553444180522565;1.0;1.0
