MinimalRank;FilteredOutliers;MeanAveragePrecision;MeanReciprocalRank;TopkAccuracy@1;TopkAccuracy@5;TopkAccuracy@10;TopkAccuracy@15;TopkAccuracy@20;TopkAccuracy@25;TopkAccuracy@30;TopkAccuracy@35;TopkAccuracy@94;TopkAccuracy@386;TopkAccuracy@941
-1;0;0.0807100557299743;0.12187869056491699;0.07256235827664399;0.16099773242630386;0.2018140589569161;0.24489795918367346;0.2834467120181406;0.2947845804988662;0.32653061224489793;0.34467120181405897;0.4943310657596372;0.7482993197278912;0.9002267573696145
941;44;0.08957747138025869;0.13531706377865066;0.08060453400503778;0.17884130982367757;0.22418136020151133;0.27204030226700254;0.3148614609571788;0.327455919395466;0.36272040302267;0.38287153652392947;0.5491183879093199;0.8312342569269522;1.0
386;110;0.10708373849341501;0.1619572603584699;0.09667673716012085;0.21450151057401812;0.2688821752265861;0.32628398791540786;0.3776435045317221;0.39274924471299094;0.4350453172205438;0.459214501510574;0.6586102719033232;0.9969788519637462;1.0
94;219;0.1570207861475742;0.23876652253225572;0.14414414414414414;0.31981981981981983;0.4009009009009009;0.4864864864864865;0.5630630630630631;0.5855855855855856;0.6486486486486487;0.6846846846846847;0.9819819819819819;1.0;1.0
