MinimalRank;FilteredOutliers;MeanAveragePrecision;MeanReciprocalRank;TopkAccuracy@1;TopkAccuracy@5;TopkAccuracy@10;TopkAccuracy@15;TopkAccuracy@20;TopkAccuracy@25;TopkAccuracy@30;TopkAccuracy@35;TopkAccuracy@11;TopkAccuracy@37;TopkAccuracy@88
-1;0;0.1883632904335423;0.2426847936501035;0.13378684807256236;0.35147392290249435;0.45351473922902497;0.5600907029478458;0.6190476190476191;0.6621315192743764;0.7120181405895691;0.7392290249433107;0.47392290249433106;0.746031746031746;0.9138321995464853
88;38;0.20552141076531594;0.26497730409216597;0.14640198511166252;0.38461538461538464;0.49627791563275436;0.6129032258064516;0.6774193548387096;0.7245657568238213;0.7791563275434243;0.8089330024813896;0.5186104218362283;0.8163771712158809;1.0
37;110;0.24602229689989674;0.3184960965978376;0.1782477341389728;0.46827794561933533;0.6042296072507553;0.7462235649546828;0.824773413897281;0.8821752265861027;0.9486404833836858;0.9848942598187311;0.6314199395770392;0.9939577039274925;1.0
11;217;0.3411333544202277;0.4472608740465881;0.26339285714285715;0.6919642857142857;0.8928571428571429;1.0;1.0;1.0;1.0;1.0;0.9330357142857143;1.0;1.0
