MinimalRank;FilteredOutliers;MeanAveragePrecision;MeanReciprocalRank;TopkAccuracy@1;TopkAccuracy@5;TopkAccuracy@10;TopkAccuracy@15;TopkAccuracy@20;TopkAccuracy@25;TopkAccuracy@30;TopkAccuracy@35;TopkAccuracy@96;TopkAccuracy@369;TopkAccuracy@902
-1;0;0.07862017215322877;0.11554786731525543;0.05668934240362812;0.16326530612244897;0.2199546485260771;0.2585034013605442;0.29024943310657597;0.3129251700680272;0.3310657596371882;0.35827664399092973;0.4988662131519274;0.7482993197278912;0.8956916099773242
902;46;0.08768192121278327;0.12892214848625774;0.06329113924050633;0.18227848101265823;0.24556962025316456;0.28860759493670884;0.3240506329113924;0.3493670886075949;0.369620253164557;0.4;0.5569620253164557;0.8354430379746836;1.0
369;110;0.10425728531351101;0.15348885719579855;0.0755287009063444;0.2175226586102719;0.2930513595166163;0.34441087613293053;0.3867069486404834;0.4169184290030212;0.44108761329305135;0.4773413897280967;0.6646525679758308;0.9969788519637462;1.0
96;219;0.15271414780533493;0.22611484124943018;0.11261261261261261;0.32432432432432434;0.4369369369369369;0.5135135135135135;0.5765765765765766;0.6216216216216216;0.6576576576576577;0.7117117117117117;0.990990990990991;1.0;1.0
