MinimalRank;FilteredOutliers;MeanAveragePrecision;MeanReciprocalRank;TopkAccuracy@1;TopkAccuracy@5;TopkAccuracy@10;TopkAccuracy@15;TopkAccuracy@20;TopkAccuracy@25;TopkAccuracy@30;TopkAccuracy@35;TopkAccuracy@74;TopkAccuracy@303;TopkAccuracy@744
-1;0;0.09544198189394684;0.13309971063087214;0.07709750566893424;0.18140589569160998;0.2675736961451247;0.2925170068027211;0.3219954648526077;0.36281179138321995;0.3832199546485261;0.3968253968253968;0.4965986394557823;0.7482993197278912;0.8752834467120182
744;55;0.10891893451585831;0.15195410170378434;0.08808290155440414;0.20725388601036268;0.30569948186528495;0.33419689119170987;0.36787564766839376;0.41450777202072536;0.4378238341968912;0.4533678756476684;0.5673575129533679;0.8549222797927462;1.0
303;110;0.1266238307674706;0.1768324033852216;0.1027190332326284;0.24169184290030213;0.3564954682779456;0.38972809667673713;0.42900302114803623;0.48338368580060426;0.5105740181268882;0.5287009063444109;0.6616314199395771;0.9969788519637462;1.0
74;220;0.18627031598321747;0.26142029429397;0.15384615384615385;0.36199095022624433;0.5339366515837104;0.583710407239819;0.6425339366515838;0.7239819004524887;0.7647058823529411;0.7918552036199095;0.9909502262443439;1.0;1.0
